DATE;1YEAR;2YEAR;5YEAR;10YEAR
30.11.1989;0.220138500000001;0.389535200000002;0.398191099999996;-0.151301100000000
31.12.1989;0.812669100000000;1.41226910000000;1.50735040000000;1.03253280000000
31.01.1990;1.55693280000000;2.55604260000000;3.31120550000001;3.54235580000000
28.02.1990;1.82167979999999;3.00747430000000;3.90379870000000;4.18629609999999
31.03.1990;2.32396330000000;3.40291290000000;4.17854750000000;4.25055270000000
30.04.1990;2.84443540000000;4.43239120000000;5.88209780000000;6.24971050000000
31.05.1990;2.23887840000000;3.45861300000000;4.52360400000000;4.55179100000000
30.06.1990;1.84657280000000;2.76688620000000;3.06512370000000;2.72060189999999
31.07.1990;1.74827900000000;2.42165960000000;2.79717800000000;2.60776890000000
31.08.1990;2.64587410000000;4.11748110000000;5.67929020000000;6.39114060000000
30.09.1990;2.80169280000000;4.65500920000000;6.51415889999999;7.51570340000001
31.10.1990;2.63654540000000;4.65058850000000;6.42728670000000;7.37300160000000
30.11.1990;2.78163100000000;4.61326980000000;6.22779750000000;6.66379060000000
31.12.1990;3.13153330000000;5.49665770000000;7.61362420000000;8.23573010000000
31.01.1991;2.91513970000000;4.65586810000000;5.89206460000001;6.41960460000000
28.02.1991;2.87388380000000;4.48822270000000;5.71990660000000;6.19173570000001
31.03.1991;2.99466470000000;4.18102380000000;5.05210010000000;5.32483660000000
30.04.1991;2.98543880000000;4.21330180000000;5.27526490000000;5.60970920000000
31.05.1991;2.99846920000000;4.57669900000000;6.09676470000000;6.77420450000000
30.06.1991;3.34448400000000;5.94565490000000;8.04985030000000;9.03454030000001
31.07.1991;3.74870920000000;6.41110960000000;8.89666300000000;10.2687040000000
31.08.1991;3.54703930000000;6.12224070000000;8.45587960000000;9.57333550000000
30.09.1991;3.45469270000000;6.03353730000000;8.31157370000000;9.33328150000000
31.10.1991;2.53415300000000;4.13452270000000;5.70619680000000;6.06597150000000
30.11.1991;2.01938740000000;3.08034810000000;4.30456110000000;4.31195920000000
31.12.1991;1.68904830000000;2.38422390000000;3.33972540000000;3.38571080000000
31.01.1992;2.43181610000000;4.46695650000000;6.27237920000000;7.58976070000000
29.02.1992;2.77318100000000;5.32763500000000;7.81022700000000;9.45524640000000
